name,location,adname,address,type,rating,catering,accommodation,mall,store,superMarket,personal_items,residence,business,hospital,school,bus,parking,metro,GDP,country_income,country_consume,urban_income,urban_consume,population
汇金超市(宜人路),"112.441903,34.626048",洛龙区,洛阳市洛龙区宜人路20号附近,便利店,3.5 ,75,18,1,9,1,2,9,4,4,0,7,21,1,172.4,14086,14312,33971,23477,38.69
苗苗便利店,"112.494433,34.682208",瀍河回族区,洛阳市瀍河回族区瀍河回族区下园西街6号,便利店,2.9 ,187,16,0,22,5,6,14,1,6,0,3,11,1,82.7693,11128,9140,25222.11,13646.73,18.84
唯美超市(建设路店),"112.348241,34.677194",涧西区,洛阳市涧西区建设路288号,便利店,3.3 ,136,10,0,16,2,4,9,1,3,1,10,0,1,73.228,13023,9607,25431,16032,45.2557
欣欣超市(凌波路店),"112.388602,34.613361",涧西区,洛阳市涧西区河洛路192附近,便利店,3.3 ,25,0,0,4,3,0,3,1,0,0,6,2,0,73.228,13023,9607,25431,16032,45.2557
阿芳超市(汉屯路店),"112.433239,34.674007",西工区,洛阳市西工区汉屯东路银街锦华园2号楼,便利店,3.5 ,486,25,5,25,10,16,50,16,12,2,21,25,2,133.9005,15701,14909,38783,26889,36.21
乐家佳超市(洛宜路),"112.392609,34.59729",洛龙区,洛阳市洛龙区龙丰C区一号楼,便利店,3.2 ,137,21,0,13,10,8,6,0,4,0,7,1,0,172.4,14086,14312,33971,23477,38.69
玉源超市(永红巷店),"112.436459,34.674699",西工区,洛阳市西工区永红巷浴池对面1号门面房,便利店,3.0 ,351,25,5,25,11,14,25,10,10,1,20,25,3,133.9005,15701,14909,38783,26889,36.21
百慧超市,"112.429587,34.683532",西工区,洛阳市西工区纱厂北路12号,便利店,3.5 ,164,141,2,25,9,3,25,1,3,3,15,12,2,133.9005,15701,14909,38783,26889,36.21
永海超市(铁北东路店),"112.483546,34.697986",瀍河回族区,洛阳市瀍河回族区铁北东路与铁北西路交叉口东50米,便利店,5.0 ,99,4,0,21,6,1,23,0,5,1,13,3,0,82.7693,11128,9140,25222.11,13646.73,18.84
大江超市(安徽路店),"112.394815,34.659647",涧西区,洛阳市涧西区天津路与安徽路交叉口东100米,便利店,3.3 ,307,25,2,25,8,11,25,5,23,2,11,25,2,73.228,13023,9607,25431,16032,45.2557
鑫康超市(烧沟村路店),"112.461518,34.692078",老城区,洛阳市老城区春都路荣森世纪新城门口,便利店,3.5 ,75,10,0,13,6,5,20,0,1,1,4,4,0,24.5864,9810,6523,24597,15443,17.6587
虹研超市,"112.503499,34.698564",瀍河回族区,洛阳市瀍河回族区瀍河回族乡东花坛启明北路31号,便利店,3.2 ,50,13,0,18,4,1,19,0,4,6,8,10,0,82.7693,11128,9140,25222.11,13646.73,18.84
泉声超市(新街),"112.487277,34.68667",老城区,洛阳市老城区新街224号,便利店,3.5 ,265,25,0,25,4,2,25,1,17,2,18,14,2,24.5864,9810,6523,24597,15443,17.6587
梦飞超市(符家屯东路),"112.401634,34.67879",涧西区,洛阳市涧西区符家屯东村门面,便利店,3.3 ,142,10,1,25,12,3,19,0,3,3,5,6,0,73.228,13023,9607,25431,16032,45.2557
润洁超市,"112.408177,34.630846",涧西区,洛阳市涧西区高新区创业路锦绣园小区东门,便利店,3.3 ,171,14,0,17,6,2,25,1,10,0,13,25,0,73.228,13023,9607,25431,16032,45.2557
你我他超市(下园菜市场店),"112.495751,34.681827",瀍河回族区,洛阳市瀍河回族区华林北路与华林路交叉口东150米,便利店,3.5 ,185,14,0,20,4,4,7,1,6,0,2,10,1,82.7693,11128,9140,25222.11,13646.73,18.84
金源超市(红山乡人民政府南),"112.357231,34.701723",西工区,洛阳市西工区红山乡卫生院门口,便利店,3.3 ,11,2,0,3,1,0,2,0,1,0,3,1,0,133.9005,15701,14909,38783,26889,36.21
聚鑫超市(皖中路店),"112.398063,34.658758",涧西区,洛阳市涧西区皖中路55-3,便利店,3.3 ,280,50,4,25,5,4,25,7,22,3,13,25,1,73.228,13023,9607,25431,16032,45.2557
玉合超市(康滇路店),"112.371944,34.671717",涧西区,洛阳市涧西区康滇路3-8,便利店,3.3 ,172,4,1,20,7,1,23,2,3,0,8,12,1,73.228,13023,9607,25431,16032,45.2557
星客超市,"112.412259,34.641946",涧西区,洛阳市涧西区丽江路与周山路交叉口北100米,便利店,3.3 ,200,23,1,20,9,17,25,7,11,0,8,24,0,73.228,13023,9607,25431,16032,45.2557
丽源日化超市,"112.436999,34.658394",西工区,洛阳市西工区多菱路与崇德街交叉口西50米,便利店,1.9 ,112,21,1,23,6,1,25,6,2,0,6,13,1,133.9005,15701,14909,38783,26889,36.21
智选超市(升龙店),"112.41824,34.67519",西工区,洛阳市西工区王城大道升龙广场a区门面房,便利店,3.5 ,124,50,1,20,8,4,22,2,7,0,6,17,0,133.9005,15701,14909,38783,26889,36.21
百姓超市(符家屯中街),"112.392956,34.679268",涧西区,洛阳市涧西区华山路与符家屯中街交叉口东50米,便利店,3.3 ,100,13,1,24,12,1,8,0,5,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
亚利超市,"112.444464,34.677652",西工区,洛阳市西工区唐宫中路与丹城路交叉口西北200米,便利店,3.3 ,162,12,5,23,4,6,25,4,14,0,10,14,2,133.9005,15701,14909,38783,26889,36.21
四邻便利店,"112.416843,34.681993",西工区,洛阳市西工区五女冢路宇龙花园东大门,便利店,3.3 ,74,8,0,19,6,4,24,0,3,0,0,11,0,133.9005,15701,14909,38783,26889,36.21
新惠民超市(龙富店),"112.424911,34.622031",洛龙区,洛阳市洛龙区古城乡洛宜路学府街龙富c区,便利店,3.5 ,237,50,0,23,5,1,8,1,7,2,11,10,0,172.4,14086,14312,33971,23477,38.69
六分利商场,"112.348025,34.675958",涧西区,洛阳市涧西区广文路79,便利店,3.2 ,129,10,0,15,1,3,9,1,3,2,11,0,1,73.228,13023,9607,25431,16032,45.2557
乐达超市(苗南西路店),"112.442612,34.690868",老城区,洛阳市老城区苗南西路10号门面房,便利店,3.5 ,125,6,0,20,4,2,17,1,6,0,7,1,0,24.5864,9810,6523,24597,15443,17.6587
雯雯批零超市,"112.404284,34.631138",涧西区,洛阳市涧西区高新区河洛路与三山路交叉口南30米路西,便利店,3.3 ,206,11,0,25,6,5,25,1,4,0,8,22,0,73.228,13023,9607,25431,16032,45.2557
桦林超市(龙鳞路店),"112.375259,34.65858",涧西区,洛阳市涧西区联盟路与龙鳞路交叉口北50米路东,便利店,2.5 ,125,20,0,24,5,5,16,0,3,1,9,8,2,73.228,13023,9607,25431,16032,45.2557
放心超市(华山路店),"112.392165,34.678293",涧西区,洛阳市涧西区华山路9号,便利店,3.3 ,100,8,1,22,10,2,7,1,6,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
红杰超市(武汉路),"112.365476,34.663966",涧西区,洛阳市涧西区武汉南路132号,便利店,3.3 ,166,9,1,21,16,5,25,1,14,3,7,7,1,73.228,13023,9607,25431,16032,45.2557
百姓超市,"112.476289,34.624857",洛龙区,洛阳市洛龙区太康东路怡心苑小区2号楼2-1号,便利店,5.0 ,149,19,1,25,4,1,7,0,2,0,6,9,0,172.4,14086,14312,33971,23477,38.69
湖滨生鲜超市,"112.460765,34.612233",洛龙区,洛阳市洛龙区牡丹大道中弘湖滨花园南门,便利店,3.3 ,291,75,0,24,14,2,13,3,10,1,15,25,1,172.4,14086,14312,33971,23477,38.69
易捷便利店(南环路店),"112.78598,34.665834",偃师市,洛阳市偃师市南环路南100米,便利店,2.9 ,17,5,0,1,1,1,0,0,0,0,1,1,0,354.0161,12596,7907,22357,14194,62.1853
诚信超市(华夏西路店),"112.373781,34.614702",涧西区,洛阳市涧西区孙辛路与华夏西路交叉口西250米,便利店,3.3 ,75,7,0,12,5,1,8,0,5,6,5,2,0,73.228,13023,9607,25431,16032,45.2557
豫兴超市(丰润东路),"112.370254,34.608828",涧西区,洛阳市涧西区徐家营5111厂东大门,便利店,3.3 ,121,6,0,8,2,2,8,0,1,1,4,2,0,73.228,13023,9607,25431,16032,45.2557
佳媛超市(紫金路店),"112.571048,34.894659",吉利区,洛阳市吉利区泰安路与紫金路交叉口北150米,便利店,3.3 ,11,0,0,4,1,3,3,0,2,0,0,1,0,46.5255,10619,7509,29440,19995,35.43
云雨便利店,"112.442629,34.661602",西工区,洛阳市西工区牡丹桥东二街158号,便利店,5.0 ,218,25,2,25,12,6,25,3,11,0,9,15,1,133.9005,15701,14909,38783,26889,36.21
龙翔超市(龙翔大道),"112.387204,34.698936",西工区,洛阳市西工区红山乡下沟村龙翔大道与龙凤路交叉口,便利店,3.3 ,25,4,0,16,10,2,0,0,0,0,2,0,0,133.9005,15701,14909,38783,26889,36.21
鑫满足平价超市(鑫满足商店),"112.400798,34.618721",涧西区,洛阳市涧西区滨河北路瀛洲路口东50米,便利店,3.5 ,12,4,0,4,2,1,10,0,3,0,8,3,0,73.228,13023,9607,25431,16032,45.2557
河洛超市(芳菲路),"112.400926,34.680428",涧西区,洛阳市涧西区芳华路与芳菲路交叉口东北100米,便利店,3.3 ,115,10,1,25,10,1,19,0,1,3,6,7,0,73.228,13023,9607,25431,16032,45.2557
洁洁超市(马路街店),"112.467534,34.680325",老城区,洛阳市老城区马路街与黄梅路交叉口东100米,便利店,5.0 ,215,25,0,25,8,8,25,0,19,1,8,15,1,24.5864,9810,6523,24597,15443,17.6587
献瑞便利店,"112.478148,34.690888",瀍河回族区,洛阳市瀍河回族区北大街安喜门城门下106商铺,便利店,4.8 ,349,15,2,25,13,16,50,1,16,2,25,9,1,82.7693,11128,9140,25222.11,13646.73,18.84
顺达便利店(六区店),"112.57647,34.894009",吉利区,洛阳市吉利区泰安路与长治路交叉口西北100米,便利店,5.0 ,9,0,0,5,1,3,2,0,2,0,0,1,0,46.5255,10619,7509,29440,19995,35.43
霞飞超市(翠云路),"112.44218,34.607263",洛龙区,洛阳市洛龙区翠云路39号龙祥东区农贸市场内,便利店,3.5 ,25,8,0,17,5,2,10,0,5,10,14,7,0,172.4,14086,14312,33971,23477,38.69
明安批发部,"112.504328,34.651099",洛龙区,洛阳市洛龙区中街北50米,便利店,3.5 ,16,0,0,3,1,2,0,0,0,0,2,0,0,172.4,14086,14312,33971,23477,38.69
大锚超市(洛龙路中段),"112.471282,34.649005",洛龙区,洛阳市洛龙区龙门大道303号,便利店,5.0 ,190,25,1,25,6,2,11,0,3,3,7,10,0,172.4,14086,14312,33971,23477,38.69
洪发超市(南昌路店),"112.410716,34.636207",涧西区,洛阳市涧西区南昌路28号,便利店,5.0 ,123,11,0,20,8,1,23,2,9,0,13,25,0,73.228,13023,9607,25431,16032,45.2557
岚峰副食批发,"112.403691,34.677391",涧西区,洛阳市涧西区符家屯东路阳光丽城门口,便利店,3.3 ,206,11,0,25,14,6,22,0,5,3,7,6,0,73.228,13023,9607,25431,16032,45.2557
缘来平价超市,"112.41972,34.694537",西工区,洛阳市西工区王城大道辅路西200米,便利店,5.0 ,25,6,1,12,6,0,12,1,1,0,2,10,1,133.9005,15701,14909,38783,26889,36.21
洛阳平价商店(宜人路),"112.47006,34.627426",洛龙区,洛阳市洛龙区宜人路帝都国际城8号楼105商铺,便利店,5.0 ,100,13,0,11,9,5,8,1,4,1,7,11,0,172.4,14086,14312,33971,23477,38.69
洁雅超市(安乐店),"112.473576,34.658504",洛龙区,洛阳市洛龙区安乐镇军民路,便利店,4.5 ,139,25,1,25,3,5,13,0,6,6,7,5,0,172.4,14086,14312,33971,23477,38.69
易捷便利店,"112.512726,34.418779",伊川县,洛阳市伊川县豫港大道东段812号,便利店,2.9 ,2,0,0,1,2,0,0,0,0,0,6,0,0,290,8730,6750,19024,14805,45.66
诚信超市(李家村南街店),"112.387226,34.660011",涧西区,洛阳市涧西区李家村北街与李家村南街交叉口东南50米,便利店,3.3 ,406,25,11,25,8,19,50,6,9,3,12,19,1,73.228,13023,9607,25431,16032,45.2557
丹尼斯超市(汉华商贸周山店),"112.393187,34.63465",涧西区,洛阳市涧西区丽春西路3号中泰世纪花城5号门,大型知名商超,3.5 ,12,3,0,5,3,0,7,0,2,0,4,2,0,73.228,13023,9607,25431,16032,45.2557
明星便利店,"112.365083,34.615306",涧西区,洛阳市涧西区高新区辛店镇吕沟村,便利店,5.0 ,75,3,0,8,2,1,7,0,3,0,3,0,0,73.228,13023,9607,25431,16032,45.2557
董洁超市,"112.403746,34.58628",洛龙区,洛阳市洛龙区张衡街与关林路交叉口北,便利店,3.0 ,25,4,0,7,0,0,0,0,0,0,2,2,0,172.4,14086,14312,33971,23477,38.69
易捷便利店(商都路店),"112.777677,34.725444",偃师市,洛阳市偃师市商都路与新星路交叉口西150米,便利店,2.9 ,183,11,1,25,8,3,25,1,10,2,10,12,0,354.0161,12596,7907,22357,14194,62.1853
悦丰超市,"112.459301,34.672576",西工区,洛阳市西工区洛浦路付6号,便利店,4.0 ,160,25,0,25,4,4,50,6,15,3,6,21,1,133.9005,15701,14909,38783,26889,36.21
大华百文店,"112.439048,34.657131",西工区,洛阳市西工区西下池村中心幼儿园对面,便利店,3.2 ,119,17,1,25,10,1,25,5,3,0,6,12,1,133.9005,15701,14909,38783,26889,36.21
125便利店(诚惠店),"112.60376,34.901074",吉利区,洛阳市吉利区中原路中段52号,便利店,3.5 ,100,10,0,8,3,2,6,1,2,0,6,7,0,46.5255,10619,7509,29440,19995,35.43
玖玖易便利店,"112.388957,34.652174",涧西区,洛阳市涧西区天津路洛轴南山社区洛轴南山洗浴中心东,便利店,3.3 ,122,8,0,25,5,2,25,1,6,2,3,4,1,73.228,13023,9607,25431,16032,45.2557
腾飞百货超市(道南路),"112.441515,34.685161",西工区,洛阳市西工区道南路石棉瓦厂门面房27号,便利店,3.3 ,217,25,0,25,16,3,25,2,16,0,23,17,1,133.9005,15701,14909,38783,26889,36.21
瀍河平价批零,"112.491037,34.689208",瀍河回族区,洛阳市瀍河回族区瀍河回族区西通巷1-3,便利店,5.0 ,149,15,0,20,6,6,50,1,14,4,11,8,1,82.7693,11128,9140,25222.11,13646.73,18.84
闯闯超市,"112.523634,34.575552",洛龙区,洛阳市洛龙区320省道盛源超市旁,便利店,2.9 ,25,6,0,11,1,3,0,0,8,0,3,1,0,172.4,14086,14312,33971,23477,38.69
优优超市(徐家营社区南),"112.359238,34.595585",涧西区,洛阳市涧西区辛店镇三元路徐家营社区南6号门面房南门西侧,便利店,5.0 ,75,2,0,12,3,2,2,0,1,0,7,1,0,73.228,13023,9607,25431,16032,45.2557
顺顺超市(春都路),"112.4352,34.687248",老城区,洛阳市老城区春都路与陵园路交叉口179号,便利店,3.3 ,118,75,2,25,14,2,24,2,5,2,17,10,1,24.5864,9810,6523,24597,15443,17.6587
佳鑫便利店,"112.506374,34.692157",瀍河回族区,洛阳市瀍河回族区瀍河区熙春东路38号门面房,便利店,5.0 ,75,25,0,25,1,2,25,0,7,4,7,14,1,82.7693,11128,9140,25222.11,13646.73,18.84
雨果24小时便利店,"112.40253,34.656316",涧西区,洛阳市涧西区延安路38街坊,便利店,4.0 ,361,50,5,23,4,16,25,6,13,3,11,25,2,73.228,13023,9607,25431,16032,45.2557
红红超市(陵园路),"112.434954,34.689225",老城区,洛阳市老城区陵园路竹林新村对面,便利店,3.3 ,50,21,1,15,4,1,22,0,2,2,9,3,2,24.5864,9810,6523,24597,15443,17.6587
新村旺旺超市,"112.461134,34.652466",洛龙区,洛阳市洛龙区新兴街与花园街交叉口东50米,便利店,3.2 ,19,1,0,10,0,0,8,0,0,0,2,3,0,172.4,14086,14312,33971,23477,38.69
伟峰百货超市,"112.456856,34.66807",西工区,洛阳市西工区九都路玻璃厂路口东南,便利店,3.3 ,131,20,0,25,5,3,50,2,12,5,6,12,0,133.9005,15701,14909,38783,26889,36.21
南江超市(五股路店),"112.483727,34.69829",瀍河回族区,洛阳市瀍河回族区五股路机务段西门口铁北西路2号,便利店,5.0 ,92,4,0,19,6,1,23,0,5,1,12,3,0,82.7693,11128,9140,25222.11,13646.73,18.84
华林批发超市(华林路),"112.494474,34.679031",瀍河回族区,洛阳市瀍河回族区华林路53号,便利店,2.0 ,72,9,0,12,4,3,5,1,3,0,1,4,1,82.7693,11128,9140,25222.11,13646.73,18.84
百家福超市(翠云路),"112.448283,34.60754",洛龙区,洛阳市洛龙区李楼镇翠云路金城寨街交叉口东100米路南,便利店,3.0 ,50,11,0,14,8,2,10,0,6,0,16,9,2,172.4,14086,14312,33971,23477,38.69
德龙商行(西苑路店),"112.371536,34.663632",涧西区,洛阳市涧西区西苑路南57-80号,便利店,2.3 ,125,4,0,16,6,1,25,1,7,1,8,7,2,73.228,13023,9607,25431,16032,45.2557
智慧便利店(丰华路),"112.375425,34.612272",涧西区,洛阳市涧西区徐家营街道丰华路顺河湾小区,便利店,3.3 ,50,5,0,10,5,0,10,2,3,4,7,3,0,73.228,13023,9607,25431,16032,45.2557
这儿便利(佰家利超市),"112.42423,34.649007",西工区,洛阳市西工区上阳路盛世唐庄2幢1-102东南方向33米,便利店,3.3 ,50,5,0,17,4,3,14,0,3,0,5,3,0,133.9005,15701,14909,38783,26889,36.21
百得来24小时便利店,"112.399038,34.650784",涧西区,洛阳市涧西区太原路与安徽路交叉口西50米路南,便利店,3.3 ,230,17,0,21,6,8,25,3,11,2,12,14,1,73.228,13023,9607,25431,16032,45.2557
易客来(牡丹路店),"112.383752,34.663091",涧西区,洛阳市涧西区牡丹路16号附近,便利店,3.3 ,454,25,14,25,8,19,25,3,8,3,15,16,2,73.228,13023,9607,25431,16032,45.2557
易客来(玻南店),"112.456183,34.668659",西工区,洛阳市西工区九都路16号院2门102号,便利店,3.5 ,137,22,0,25,5,3,50,2,12,4,6,13,1,133.9005,15701,14909,38783,26889,36.21
梦迪超市(符家屯中街店),"112.400455,34.679135",涧西区,洛阳市涧西区符家屯东路与符家屯中街交叉口西北50米,便利店,3.3 ,123,12,1,25,10,2,19,0,2,3,5,8,0,73.228,13023,9607,25431,16032,45.2557
季安超市,"112.458909,34.689848",老城区,洛阳市老城区春都路34号,便利店,3.0 ,99,12,1,21,6,4,25,1,3,1,5,3,0,24.5864,9810,6523,24597,15443,17.6587
旭光超市(玉泉街),"112.596886,34.623584",洛龙区,"洛阳市洛龙区玉泉街与吉庆路交叉口向北200米,近洛阳师范新校区操场正西附近",便利店,3.0 ,74,50,0,6,1,0,2,0,1,2,6,0,0,172.4,14086,14312,33971,23477,38.69
邻家便利店(唐宫路店),"112.427932,34.669803",西工区,洛阳市西工区唐宫西路64号,便利店,4.0 ,282,50,2,25,3,10,25,16,10,3,11,25,2,133.9005,15701,14909,38783,26889,36.21
丹尼斯超市(汉华商贸关林店),"112.460747,34.605608",洛龙区,洛阳市洛龙区关林南街中油家园附近,大型知名商超,3.5 ,100,25,0,16,7,0,12,1,10,0,15,18,1,172.4,14086,14312,33971,23477,38.69
宇翔超市(天成街),"112.442108,34.661936",西工区,洛阳市西工区牡丹桥东一街7号东南70米,便利店,3.3 ,211,23,2,25,12,6,25,3,12,0,9,15,1,133.9005,15701,14909,38783,26889,36.21
龙祥超市(启明南路),"112.503983,34.692347",瀍河回族区,洛阳市瀍河回族区瀍河回族区启明南路113号附近,便利店,3.2 ,98,25,0,25,2,3,25,0,10,6,7,17,1,82.7693,11128,9140,25222.11,13646.73,18.84
毛家超市(东兴新街店),"112.443736,34.661184",西工区,洛阳市西工区东兴新街与天成街交叉口东100米,便利店,3.3 ,229,25,2,25,12,6,22,2,10,1,9,18,1,133.9005,15701,14909,38783,26889,36.21
新兴超市(三山纬一街店),"112.402222,34.63205",涧西区,洛阳市涧西区三山纬一街与北区经二号街交叉口东50米,便利店,3.3 ,134,7,0,21,4,4,25,0,2,0,5,14,0,73.228,13023,9607,25431,16032,45.2557
老二批零超市,"112.430935,34.599258",洛龙区,洛阳市洛龙区关林路学府街交叉口龙和a区3号楼门面房,便利店,5.0 ,50,25,0,6,5,3,5,0,5,7,8,1,0,172.4,14086,14312,33971,23477,38.69
小阳超市(太康路店),"112.45988,34.624823",洛龙区,洛阳市洛龙区太康路与长兴街东50米龙泰C区门面房2号,便利店,4.8 ,251,17,1,14,7,2,11,3,7,0,12,14,0,172.4,14086,14312,33971,23477,38.69
易客来(七里河店),"112.41411,34.661222",涧西区,洛阳市涧西区建设路13号附近,便利店,4.0 ,172,25,0,24,6,1,22,6,4,1,8,14,1,73.228,13023,9607,25431,16032,45.2557
易客来(解放南路店),"112.438022,34.667727",西工区,洛阳市西工区凯旋路与解放路交叉口向北50米,便利店,3.5 ,242,21,7,13,7,25,25,9,9,0,25,25,3,133.9005,15701,14909,38783,26889,36.21
科大超市(张衡路),"112.416778,34.604301",洛龙区,洛阳市洛龙区开元大道263号河南科技大学经济学院附近,便利店,3.1 ,150,25,0,12,6,4,3,0,1,9,3,4,0,172.4,14086,14312,33971,23477,38.69
1+1便利店(涧东路店),"112.423279,34.660268",西工区,洛阳市西工区临涧西路与临涧路交叉口东100米,便利店,3.5 ,226,19,0,21,13,8,75,3,14,4,8,16,1,133.9005,15701,14909,38783,26889,36.21
7天优品(万达广场店),"112.414126,34.650576",涧西区,洛阳市涧西区珠江路与九都路交叉口南20米,便利店,3.0 ,317,25,0,24,6,5,25,2,5,2,12,13,0,73.228,13023,9607,25431,16032,45.2557
金奇超市,"112.612842,34.720014",洛龙区,洛阳市洛龙区310国道,便利店,3.3 ,5,1,0,3,0,0,0,0,0,0,2,0,0,172.4,14086,14312,33971,23477,38.69
易客来(芳林路店),"112.432478,34.66556",西工区,洛阳市西工区芳林路与凯旋西路交叉口向东10米路南,便利店,3.5 ,192,25,5,17,7,25,25,7,7,0,17,25,3,133.9005,15701,14909,38783,26889,36.21
旺旺超市(洛浦北苑西),"112.43367,34.655504",西工区,洛阳市西工区王城大道39号院(洛浦北苑西),便利店,3.5 ,92,25,1,23,5,1,25,7,0,0,1,14,1,133.9005,15701,14909,38783,26889,36.21
宏发副食(新疆路店),"112.398687,34.649318",涧西区,洛阳市涧西区太原路与太原南路交叉口东50米,便利店,3.5 ,213,20,0,23,8,6,25,4,9,2,14,7,1,73.228,13023,9607,25431,16032,45.2557
松果便利店,"112.408114,34.642223",涧西区,洛阳市涧西区南昌路150号和顺园4号楼B座一层底商大厅南一(六合国际大厦),便利店,3.5 ,298,25,2,15,8,25,25,8,7,0,14,25,0,73.228,13023,9607,25431,16032,45.2557
东城超市(中原路),"112.62141,34.900142",吉利区,洛阳市吉利区中原路122、120号,便利店,3.2 ,17,3,0,2,2,1,4,0,3,0,0,1,0,46.5255,10619,7509,29440,19995,35.43
芳辰超市,"112.479674,34.680154",老城区,洛阳市老城区南大街85号,便利店,4.7 ,277,25,10,16,5,10,14,3,11,0,8,19,2,24.5864,9810,6523,24597,15443,17.6587
龙泉超市(龙泉西沟),"112.477415,34.696305",老城区,洛阳市老城区龙泉西街8号,便利店,5.0 ,115,7,0,25,4,4,24,1,10,1,13,3,0,24.5864,9810,6523,24597,15443,17.6587
思平超市(海校路),"112.474001,34.574303",洛龙区,洛阳市洛龙区海校路与龙新路交叉口东南50米,便利店,5.0 ,75,25,0,17,1,3,8,0,2,0,4,0,0,172.4,14086,14312,33971,23477,38.69
真好批发部,"112.474914,34.573052",洛龙区,洛阳市洛龙区龙门镇海校路口南侧菜市场街中前段,便利店,5.0 ,100,25,0,18,3,3,8,0,2,0,5,1,0,172.4,14086,14312,33971,23477,38.69
智强综合超市,"112.49686,34.686413",瀍河回族区,洛阳市瀍河回族区中州路与双明街交叉口(洛阳脑病医院向东50米),便利店,1.5 ,185,19,0,14,3,4,23,0,8,3,10,13,2,82.7693,11128,9140,25222.11,13646.73,18.84
康乐超市(道南路店),"112.433649,34.684531",西工区,洛阳市西工区道南路87号,便利店,3.8 ,232,166,2,25,14,3,25,2,5,2,25,18,2,133.9005,15701,14909,38783,26889,36.21
福万家副食品便利店,"112.367324,34.670708",涧西区,洛阳市涧西区汉阳路武汉路交叉口西100米路北,便利店,3.5 ,149,1,0,19,10,2,25,0,6,0,2,13,1,73.228,13023,9607,25431,16032,45.2557
顺营超市,"112.424597,34.720995",老城区,洛阳市老城区王城大道3号附近,便利店,3.3 ,50,2,0,10,2,2,1,0,2,1,8,4,0,24.5864,9810,6523,24597,15443,17.6587
遇佳超市,"112.417781,34.641198",涧西区,洛阳市涧西区寨南路6-10号附近,便利店,3.5 ,121,23,0,14,5,1,25,0,5,0,10,6,0,73.228,13023,9607,25431,16032,45.2557
鸿和便利店,"112.503166,34.694391",瀍河回族区,洛阳市瀍河回族区瀍河回族区洛阳市瀍河区启明南路46号,便利店,3.5 ,100,25,0,25,5,3,25,0,12,7,12,19,1,82.7693,11128,9140,25222.11,13646.73,18.84
美宜佳超市(中沟店),"112.410629,34.700191",西工区,洛阳市西工区经三路中鑫家园1号楼门面房,便利店,4.0 ,100,6,0,14,6,5,3,0,3,0,2,7,1,133.9005,15701,14909,38783,26889,36.21
125便利店(祈福店),"112.572087,34.895571",吉利区,洛阳市吉利区人民路与紫金路交叉口东100米,便利店,3.5 ,12,1,0,7,1,3,4,0,3,0,2,1,0,46.5255,10619,7509,29440,19995,35.43
小刘便利店(社区店),"112.397161,34.649462",涧西区,洛阳市涧西区太原路与新疆路交叉口50米,便利店,3.5 ,207,13,0,23,8,6,25,3,9,2,13,4,1,73.228,13023,9607,25431,16032,45.2557
明乐便利店,"112.460698,34.669121",西工区,洛阳市西工区九都路九都新村,便利店,4.0 ,134,23,0,25,4,1,25,3,11,4,7,12,0,133.9005,15701,14909,38783,26889,36.21
天成超市(涧东路店),"112.424365,34.65798",西工区,洛阳市西工区涧东路37号良丰公寓2号楼,便利店,3.5 ,211,10,0,16,9,8,75,7,11,2,3,16,1,133.9005,15701,14909,38783,26889,36.21
爱便利超市(金盾店),"112.444443,34.604777",洛龙区,洛阳市洛龙区通济街17号附近,便利店,4.5 ,50,4,0,14,3,1,10,0,5,0,12,2,1,172.4,14086,14312,33971,23477,38.69
平安超市(金谷园路),"112.441124,34.678475",西工区,洛阳市西工区金谷园路107号院8号,便利店,3.3 ,138,21,2,21,10,1,25,4,22,0,12,18,3,133.9005,15701,14909,38783,26889,36.21
家和隆24小时连锁便利,"112.411539,34.662833",涧西区,洛阳市涧西区泰山路与建设路交叉口向西100路南,便利店,3.5 ,75,21,0,21,5,1,22,5,3,1,10,15,1,73.228,13023,9607,25431,16032,45.2557
通和超市(龙翔大道店),"112.386561,34.6941",西工区,洛阳市西工区汉宫路与龙翔大道交叉口西南50米,便利店,3.3 ,50,6,0,16,9,2,0,0,0,0,2,0,0,133.9005,15701,14909,38783,26889,36.21
尚德批发,"112.398541,34.680522",涧西区,洛阳市涧西区芳华路中段金润宾馆店门面1号,便利店,3.0 ,141,17,1,25,12,1,17,0,4,3,7,8,0,73.228,13023,9607,25431,16032,45.2557
24家便利店,"112.418663,34.644176",涧西区,洛阳市涧西区周山路与珠江路交叉口北50米,便利店,3.5 ,100,19,0,10,4,1,16,0,6,0,6,2,0,73.228,13023,9607,25431,16032,45.2557
三英商店,"112.361944,34.670264",涧西区,洛阳市涧西区武昌路23,便利店,3.5 ,25,0,0,7,4,1,14,0,3,3,0,5,1,73.228,13023,9607,25431,16032,45.2557
旭日超市(鑫森乐业园东南),"112.394793,34.676089",涧西区,洛阳市涧西区中侨绿城36号楼101号门面,便利店,3.3 ,75,5,1,23,10,2,8,1,4,1,2,5,0,73.228,13023,9607,25431,16032,45.2557
易客来(车站店),"112.434428,34.68395",西工区,洛阳市西工区解放路北段洛阳悠游天下旅游服务有限公司3号楼一楼,便利店,3.5 ,242,167,1,25,15,3,25,5,9,0,25,20,2,133.9005,15701,14909,38783,26889,36.21
